"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3651083";"";"None";"372.43";"0";"2.71";"BDBM153255";"O=c1cc(OCc2ccccc2)ccn1-c1ccn2c3c(nc2c1)CCNC3";"Ki";"'='";"21.0";"nM";"7.68";"";"294203";"UO_0000065";"20.62";"0.37";"4.97";"12.68";"0";"CHEMBL3705688";"Binding Assay: Evaluation of the affinity of compounds for the human MCH-1 receptor was accomplished using 4-(3,4,5-tritritiumbenzyloxy)-1-(1-(2-(pyrrolidin-1-yl)ethyl)-1H-indazol-5-yl)pyridin-2(1H)-one and membranes prepared from stable CHO-K1 cells expressing the human MCH-1 receptor obtained from Euroscreen (Batch 1138). Cell membrane homogenates (8.92 μg protein) were incubated for 60 min at 25° C. with 1.4 μM of the [3H]-labeled compound in the absence or presence of the test compound in 50 mM Tris-HCl buffer, pH 7.4. Nonspecific binding was determined in the presence of 50 μM 1-(5-(4-cyanophenyl)bicyclo[3.1.0]hexan-2-yl)-3-(4-fluoro-3-(trifluoromethyl)phenyl)-1-(3-(4-methylpiperazin-1-yl)propyl)urea. Following incubation, the samples were filtered rapidly under vacuum through Skatron 11731 filters, pre-soaked in 0.5% polyethylenimine, and washed with ice-cold 50 mM Tris-HCl buffer, pH 7.4, (wash setting 9,9,0) using a Skatron cell harvester.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638753";"37";"BindingDB Database";"";"2015";"CHEMBL3307512";"";"";""
"CHEMBL2112988";"";"None";"521.49";"2";"7.31";"Table S4, Cpd 10";"N#Cc1cccc(-c2ccc(C(CCN3CCCCC3)CNC(=O)Nc3cc(Cl)cc(Cl)c3)cc2)c1";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"15.85";"0.31";"0.96";"12.13";"0";"CHEMBL4410510";"Antagonist activity at MCHR1 (unknown origin) expressed in CHO cells co-expressing aequorin incubated for 10 mins by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3308072";"";"";""
"CHEMBL4442916";"";"None";"535.48";"2";"6.12";"Table S4, Cpd 30";"C[C@@H](NC(=O)c1ccc(CC2CCN(Cc3cccc4c3OCO4)CC2)cc1)c1ccc(Br)cc1";"IC50";"'='";"17380.0";"nM";"4.76";"";"";"UO_0000065";"8.89";"0.19";"-1.36";"9.37";"0";"CHEMBL4410510";"Antagonist activity at MCHR1 (unknown origin) expressed in CHO cells co-expressing aequorin incubated for 10 mins by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3308072";"";"";""
"CHEMBL559231";"";"None";"2544.84";"None";"None";"[125I]MCH";"CSCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCC(N)=O)CN[C@@H](Cc2ccc(O)c([125I])c2)C(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O";"Bmax";"'='";"24.0";"pmol";"";"";"";"UO_0000042";"";"";"";"";"0";"CHEMBL1059594";"Binding affinity to human MCH1R expressed in CHO cells by scintillation counting per mg of protein";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152905";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL204407";"";"None";"561.60";"2";"5.45";"24v";"CN1CCN(CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)[C@@H]2CC[C@]3(c4ccc(F)c(C#N)c4)C[C@H]23)CC1";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"14.95";"0.29";"2.95";"13.41";"0";"CHEMBL861585";"Displacement of [125I]MCH from human MCHR1 expressed in CHO cell";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146084";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";""
"CHEMBL3670642";"";"None";"474.56";"0";"3.56";"BDBM119761";"Cc1cc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)ccc1CN1CCC2(CCOC2)C1";"IC50";"'='";"18.0";"nM";"7.75";"";"246851";"UO_0000065";"16.32";"0.30";"4.18";"9.57";"0";"CHEMBL3705178";"Activation Assay: Melanin Concentrating Hormone Receptor 1 (MCHR1) is a G-protein coupled receptor that interacts with heterotrimeric G proteins containing a Gαi/o subunit. Binding of MCH to MCHR1 results in the exchange of GDP for GTP on the Gαi/o proteins associated with the activated receptor. This activation can be quantified by measuring the amount of a GTP analog, GTPγ35S, bound to the membrane-associated receptor. GTPγ35S is not hydrolyzed by the intrinsic GTPase activity of a G-protein but instead forms a stable complex. Inhibition of MCH binding by a competing ligand may thus be assessed by a decrease in the amount of GTPγ35S bound to membranes in the presence of such a competing ligand.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638803";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL4090568";"";"None";"408.53";"0";"3.23";"9";"O=C1COc2ccccc2N1CCCN1CCN(c2nsc3ccccc23)CC1";"Emax";"'='";"64.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4000281";"Partial agonist activity at human mAChR1 receptor expressed in F1pIn CHO cells assessed as induction of intracellular calcium mobilization relative to acetylcholine";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000143";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL3618345";"";"None";"488.88";"0";"3.75";"1s";"COc1cc(-n2cnn3cc(-c4ccc(Cl)cn4)cc3c2=O)ccc1OCC1(O)CC(F)(F)C1";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"16.75";"0.33";"4.44";"9.01";"0";"CHEMBL3619839";"Displacement of [125I][Phe13,Tyr19]-MCH from human MCHR1 expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616440";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";""
"CHEMBL183839";"";"None";"547.37";"2";"5.07";"35";"CCN(CC)CCNC(=O)c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2Br)cc1OC";"IC50";"'='";"8800.0";"nM";"5.06";"";"";"UO_0000065";"9.24";"0.20";"-0.01";"5.50";"0";"CHEMBL828687";"Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using scintillation proximity assay (SPA)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";""
"CHEMBL187854";"";"None";"452.48";"0";"4.43";"23";"CCN(CC)CCNC(=O)c1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1OC";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"17.02";"0.33";"3.27";"9.31";"0";"CHEMBL831013";"Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";""
"CHEMBL377372";"";"None";"531.56";"2";"6.96";"12e";"N#Cc1cncc(-c2ccc(C(=C3CCN(CC4CC4)CC3)c3nc4cc(C(F)(F)F)c(F)cc4[nH]3)cc2)c1";"Ki";"'='";"10.3";"nM";"7.99";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866622";"Binding affinity to human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL424697";"";"None";"513.47";"2";"7.72";"6c";"N#Cc1cccc(-c2ccc(C(=C3CCN(CC4CC4)CC3)c3nc4cc(Cl)cc(Cl)c4[nH]3)cc2)c1";"Ki";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866622";"Binding affinity to human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL382851";"";"None";"641.18";"2";"7.32";"3a";"CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"12.25";"0.24";"0.53";"14.05";"0";"CHEMBL869867";"Displacement of [125I-Tyr13]MCH from human MCHR1 expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";""
"CHEMBL211285";"";"None";"545.10";"2";"6.82";"11d";"CN(CC(=O)Nc1ccc(F)c(Cl)c1)C1(c2ccc(-c3cccc(C#N)c3)cc2)CCN(C2CCCC2)CC1";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL365055";"";"None";"468.48";"0";"4.31";"21";"CCN(CC)CCNC(=O)c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1OC";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL832647";"Antagonistic activity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using IP3 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";""
"CHEMBL211335";"";"None";"596.67";"2";"8.89";"28d";"N#Cc1cccc(-c2ccc(C(CCc3nc4cc(C(F)(F)F)c(F)cc4[nH]3)C3CCN(Cc4ccccc4)CC3)cc2)c1";"Ki";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL208081";"";"None";"537.63";"2";"5.68";"26c";"CS(=O)(=O)N1CCC(C(CCC(=O)Nc2ccc(F)c(F)c2)c2ccc(-c3cccc(C#N)c3)cc2)CC1";"Ki";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL212671";"";"None";"580.70";"2";"5.84";"21j";"CCN(CC)S(=O)(=O)N1CCC(CCC(=O)Nc2ccc(F)c(F)c2)(c2ccc(-c3cccc(C#N)c3)cc2)CC1";"Ki";"'='";"193.0";"nM";"6.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL214441";"";"None";"474.60";"1";"5.68";"5g";"COc1cc(NC(=O)c2cccc(C(=O)c3ccccc3)c2)ccc1OCCN(C(C)C)C(C)C";"Ki";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL906920";"Displacement of radiolabeled iodo-MCH from human MCHR1 expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149490";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";""
"CHEMBL184754";"";"None";"286.42";"0";"4.50";"58";"CC(CC(C)(C)C)Oc1cccc2ccc(N(C)C)nc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL835733";"Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307656";"";"";""
"CHEMBL186949";"";"None";"228.29";"0";"3.00";"34";"Nc1ccc2cccc(OCCC3CC3)c2n1";"IC50";"'='";"492.0";"nM";"6.31";"";"";"UO_0000065";"27.63";"0.51";"3.31";"13.10";"0";"CHEMBL832326";"Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL442223";"";"None";"426.51";"0";"3.48";"36";"COc1cc(C(=O)N(C)C2CCN(Cc3ccc4c(c3)OCO4)CC2)cc(OC)c1C";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL830898";"Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected)";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140256";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL365087";"";"None";"426.51";"0";"3.38";"37";"COc1cc(C(=O)NCC2CCCN(Cc3ccc4c(c3)OCO4)C2)cc(OC)c1C";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL830898";"Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected)";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140256";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL187916";"";"None";"398.46";"0";"2.83";"19";"COc1cc(OC)cc(C(=O)NC2CCCN(Cc3ccc4c(c3)OCO4)C2)c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"20.08";"0.38";"5.17";"11.55";"0";"CHEMBL830898";"Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected)";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140256";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL2337729";"";"None";"497.57";"1";"5.15";"7f";"COc1cc(N2Cc3ccc(Sc4ccc(F)cc4F)nc3C2=O)ccc1OCCN1CCCC1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"14.51";"0.28";"2.07";"13.15";"0";"CHEMBL2342870";"Displacement of Eu-MCH from human MCHR1 expressed in CHO cell membranes by TRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331540";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";"";""
"CHEMBL2337756";"";"None";"459.55";"0";"4.40";"5c";"COc1cccc(-c2ccc3c(n2)C(=O)N(c2ccc(OCCN4CCCC4)c(OC)c2)C3)c1";"IC50";"'='";"2010.0";"nM";"5.70";"";"";"UO_0000065";"12.40";"0.23";"1.30";"8.88";"0";"CHEMBL2342870";"Displacement of Eu-MCH from human MCHR1 expressed in CHO cell membranes by TRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331540";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";"";""
"CHEMBL379693";"";"None";"476.50";"0";"4.46";"1";"Cc1cc(N(C)CCN(C)C)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.76";"0.30";"3.05";"11.22";"0";"CHEMBL853627";"Displacement of [3H]myo-inositol from human MCH1 receptor expressed in CHO cell by IP3 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138133";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL362768";"";"None";"546.45";"2";"7.61";"41";"O=C(NCCCOc1cccc2ccc(NCc3ccc(-c4ccccc4Cl)o3)nc12)c1cccc(Cl)c1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"16.47";"0.32";"1.39";"11.78";"0";"CHEMBL832324";"Concentration required to inhibit binding of [125I]-MCH radioligand to human Melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL184205";"";"None";"445.56";"0";"4.69";"2";"CCN(CC)CCNC(=O)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1OC";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"14.44";"0.27";"1.74";"9.10";"0";"CHEMBL831013";"Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";""
"CHEMBL198835";"";"None";"495.99";"0";"4.64";"42";"O=C(c1cscn1)n1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"15.52";"0.31";"3.06";"9.45";"0";"CHEMBL860146";"Binding affinity to human MCHr1 from neuronal IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141935";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307656";"";"";""
"CHEMBL369986";"";"None";"489.96";"0";"4.58";"41";"O=C(c1cccnc1)n1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"15.71";"0.30";"3.12";"9.45";"0";"CHEMBL860146";"Binding affinity to human MCHr1 from neuronal IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141935";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307656";"";"";""
"CHEMBL199222";"";"None";"394.48";"0";"3.39";"31";"COc1ccc2c(c1)c(NC1CCN(Cc3ccc4c(c3)OCO4)CC1)nn2C";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"19.07";"0.35";"4.13";"12.38";"0";"CHEMBL860146";"Binding affinity to human MCHr1 from neuronal IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141935";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307656";"";"";""
"CHEMBL198692";"";"None";"380.45";"0";"3.38";"30";"COc1cccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c12";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"17.04";"0.32";"3.10";"9.05";"0";"CHEMBL860146";"Binding affinity to human MCHr1 from neuronal IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141935";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307656";"";"";""
"CHEMBL198588";"";"None";"398.89";"0";"4.06";"18";"Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCCO5)CC3)c2c1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"17.94";"0.35";"3.09";"11.46";"0";"CHEMBL860146";"Binding affinity to human MCHr1 from neuronal IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141935";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307656";"";"";""
"CHEMBL380782";"";"None";"390.92";"1";"5.45";"17";"Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5ccccc5c4)CC3)c2c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"18.92";"0.36";"1.95";"16.83";"0";"CHEMBL860146";"Binding affinity to human MCHr1 from neuronal IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141935";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307656";"";"";""
